IV68,PN68,ER33401,ER33402,ER33403,CHRACE,BIOPR97,BIOGPR97,PCRAW97,WICpreg,FDSTMPpreg,AFDCpreg,Q1A21B,Q1A21C,Q1A21F,Q1A21G,Q1A21M,Q1A21Q,Q1A27,Q1A28,WIC97,Q1D4A,Q1D4B,Q1D4C,Q1D4D,Q1D4E,Q1G4,Q1G6,Q1G7,Q1G10,Q1G33A,Q1H12F,Q1H12H,Q1K5B,Q1K10A,HOME97,Q2A2,AGE97,Q3A3,LWRAW97,LW_SS97,PC_SS97,CALRAW97,CAL_SS97,APRAW97,AP_SS97,ER33601,ER33602,ER33603,Q24B2,LWRAW02,LWSS02,PCRAW02,PCSS02,APRAW02,APSS02,AGE02,CHID,read97,read02,mathraw97,math97,math02,readss97,bthord,bthwht,PCID,PCGID_97,PCGPN_97,OCGID_97,OCGPN_97,PCGID_02,PCGPN_02,OCGID_02,OCGPN_02,PCBTHORD,PCBTHWHT,state,ER10008,pcage,pcgender,childnum,homeval,ER11049,AFDC97HD,ER11273,AFDC97WF,ER11600,inherit97,ER11743,Parentspoor,faminc97,hdeduc97,wfeduc97,ER18386,AFDC02HD,ER18698,AFDC02WF,ER19047,INHERIT02,FAMINC02,hdeduc02,wfeduc02,nfa01,nw01,inc97,inc02,inherit,loginc97,loginc02,loginherit97,cloth
6498,193,4759,4,30,2,2,0,19,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,1,5,5,0,0,21.2,,8,3,34,100,106,13,98,25,95,4900,5,33,,,,,,,,,6498193,53,,38,25,,103,4,1,6498003,6498,3,,,,,,,99,999,24,4,42,2,3,69494,5,0,0,,0,0,0,0,45955.76,9,0,5,0,0,0,0,0,139992,16,10,62472,82789,45955.76324,139991.8699,1,10.73543454,11.84933963,0,1
6498,187,4508,2,22,2,1,0,,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,2,5,5,1,2,5,5,0,0,23.9,,,,,,,,,,,5023,1,10,8,47,98,27,98,37,96,14,6498033,,74,,,37,,2,0,6498187,6498,187,6498,6,6498,6,6498,187,99,999,24,4,31,1,2,77340,5,0,0,0,0,0,4,0,51560.12,9,11,5,0,0,,0,0,20894,12,0,0,0,51560.12461,20894.30894,1,10.85050387,9.947232102,0,1
6499,5,3928,2,20,2,1,0,23,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,4,5,1,1,1,0,0,0,0,20.9,,12,6,47,106,91,11,57,29,84,3737,2,20,11,55,123,29,93,29,70,18,6499034,70,84,40,29,29,98.5,3,1,6499005,6499,5,,,6499,170,,,98,991,24,6,57,1,1,0,5,0,0,0,0,0,1,0,48085.42,14,13,5,0,0,0,0,0,183034,14,13,0,15343,48085.42056,183034.1463,1,10.7807343,12.11742801,0,1
6499,30,3813,2,30,2,3,1,,,0,,5,5,5,5,5,5,1,12,0,0,0,0,0,0,2,8,1,1,2,5,5,0,0,24.2,,,,,,,,,,,6886,1,10,,,,,,,,,6499180,,,,,,,,1,6499030,6499,30,,,,,,,1,995,24,7,46,2,4,72857,1,1,100,,0,0,0,0,13361.92,12,0,5,0,0,0,0,0,71041,12,12,20316,20316,13361.91838,71040.65041,1,9.500164028,11.17100753,0,1
6499,185,3813,6,98,2,1,1,,1,1,1,5,5,5,5,5,5,1,12,0,5,1,1,1,5,0,0,0,0,1,0,0,3,0,15.7,,3,99,4,101,,,,5,103,6886,2,20,3,43,119,25,124,28,98,9,6499039,,68,5,5,28,101,2,1,6499185,6499,185,6499,30,6499,185,6499,30,99,999,24,7,46,2,4,72857,1,1,100,,0,0,0,0,13361.92,12,0,5,0,0,0,0,0,71041,12,12,20316,20316,13361.91838,71040.65041,1,9.500164028,11.17100753,0,1
6516,176,6349,2,22,2,1,0,,1,1,0,1,5,5,5,5,5,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13.4,5,,,,,,,,,,6161,1,10,,,,,,,,,6516033,,,,,,,3,0,6516176,6516,176,6516,2,6516,176,,,99,999,42,5,34,1,3,0,1,0,0,,0,0,98,0,2690.09,10,12,1,0,0,,0,0,31509,10,0,0,0,2690.093458,31508.61789,1,7.897331215,10.35801637,0,1
6519,30,5786,1,10,2,2,0,,1,1,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,1,1,0,2,0,0,0,0,18.7,,3,99,7,113,,,,7,108,1670,1,10,3,46,130,24,122,29,101,9,6519038,,70,7,7,29,113,1,0,6519030,6519,30,,,6519,30,,,1,995,45,3,22,2,2,0,1,0,0,,0,0,0,0,3586.79,14,0,5,0,0,,0,0,23193,14,0,106660,106660,3586.791277,23192.68293,1,8.185013287,10.05159212,0,1
6519,40,5786,3,30,2,2,0,,1,1,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,,,,,,,,,,,1670,3,30,1,22,103,9,101,27,119,7,6519040,,31,,,27,,2,0,6519030,6519,30,,,6519,30,,,1,995,45,3,22,2,2,0,1,0,0,,0,0,0,0,3586.79,14,0,5,0,0,,0,0,23193,14,0,106660,106660,3586.791277,23192.68293,1,8.185013287,10.05159212,0,1
6522,4,4688,1,10,2,2,0,17,1,1,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,20,5,1,1,1,5,5,0,0,13.6,3,11,6,36,85,79,18,79,30,88,3555,1,10,,,,,,,,,6522030,53,,48,30,,82,1,1,6522004,6522,4,,,,,,,5,995,24,4,35,2,3,0,1,1,351,,0,0,0,0,6276.88,10,0,1,0,0,,0,0,2860,10,0,0,32506,6276.884735,2860.430894,1,8.744629075,7.958727555,0,1
6522,32,4688,4,30,2,2,0,,1,1,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,0,0,0,2,0,0,0,0,16.9,3,3,99,4,102,,,,4,100,3555,3,30,2,37,104,14,92,29,101,9,6522032,,51,4,4,29,102,3,0,6522004,6522,4,,,6522,1,,,5,995,24,4,35,2,3,0,1,1,351,,0,0,0,0,6276.88,10,0,1,0,0,,0,0,2860,10,0,0,32506,6276.884735,2860.430894,1,8.744629075,7.958727555,0,1
6537,31,5925,1,10,2,2,0,,1,1,1,1,5,5,5,5,5,1,12,0,0,0,0,0,0,2,1,1,1,1,5,5,0,0,20.9,,,,,,,,,,,5373,1,10,9,47,92,23,84,38,92,16,6537036,,70,,,38,,1,1,6537031,6537,31,,,6537,31,,,2,995,24,4,26,2,3,0,1,1,200,,0,0,0,0,22641.62,12,0,5,0,0,,0,0,10865,12,0,0,0,22641.61994,10865.04065,1,10.02754508,9.293305634,0,1
6537,38,5925,3,30,2,2,0,,0,1,1,1,5,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,1,5,5,0,0,20.9,,,,,,,,,,,5373,4,30,,,,,,,,,6537038,,,,,,,2,1,6537031,6537,31,,,,,,,2,995,24,4,26,2,3,0,1,1,200,,0,0,0,0,22641.62,12,0,5,0,0,,0,0,10865,12,0,0,0,22641.61994,10865.04065,1,10.02754508,9.293305634,0,1
6537,32,5272,1,10,2,2,0,,1,5,0,1,5,5,5,5,5,1,12,0,0,0,0,0,0,7,5,1,1,1,5,5,0,0,23.9,,,,,,,,,,,0,0,0,,,,,,,,,6537037,,,,,,,1,0,6537032,6537,32,,,,,,,3,995,11,3,23,2,2,0,1,1,999999,,0,0,0,0,3228.11,11,0,,,,,,,,,,,,3228.11215,1,1,8.079652772,0,0,1
6537,39,5272,3,30,2,2,0,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,6,5,1,0,1,0,0,0,0,20.8,,,,,,,,,,,0,0,0,,,,,,,,,6537039,,,,,,,2,0,6537032,6537,32,,,,,,,3,995,11,3,23,2,2,0,1,1,999999,,0,0,0,0,3228.11,11,0,,,,,,,,,,,,3228.11215,1,1,8.079652772,0,0,1
6539,170,4658,2,20,2,1,0,,1,5,0,5,5,5,5,5,5,1,0,0,1,1,1,1,5,5,8,1,0,1,0,0,0,0,18,5,4,99,12,115,,,,7,89,6481,2,20,4,46,115,22,99,35,109,10,6539174,,68,7,7,35,115,1,1,6539170,6539,170,6539,175,6539,170,6539,175,1,995,13,3,24,1,1,0,5,0,0,0,0,0,3,1,59406.23,12,12,5,0,0,0,0,0,44087,12,12,20316,60949,59406.23053,44086.99187,1,10.99215439,10.69392005,0,1
6541,179,2537,2,20,2,1,2,,0,5,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,,,,,,,,,,1407,2,20,,,,,,,,,6541031,,,,,,,1,0,6541179,6541,179,6541,4,6541,179,6541,4,99,999,17,3,29,1,1,269009,5,0,0,0,0,0,4,0,89725.83,16,13,5,0,0,0,0,0,190758,16,13,753731,895945,89725.82555,190757.7276,1,11.40451392,12.15875946,0,1
6545,5,5941,2,20,2,1,2,23,1,5,0,5,5,5,5,5,5,1,7,0,0,0,0,0,0,2,1,1,1,1,5,5,0,0,17.6,2,8,4,35,97,112,18,111,29,104,4651,2,20,9,47,96,31,109,38,96,14,6545039,58,78,47,29,38,104.5,3,0,6545005,6545,5,6545,176,6545,5,6545,176,5,995,45,4,53,1,2,201757,5,0,0,0,0,0,4,0,48757.94,12,14,5,0,0,0,0,0,-52069,12,14,662308,834996,48757.94393,1,1,10.79462342,0,0,1
6545,41,5941,4,30,2,1,2,,1,5,0,5,5,5,5,5,5,1,6,0,1,1,1,1,5,0,1,1,1,1,5,5,0,0,18.5,2,5,0,10,85,,,,10,72,4651,4,30,4,32,80,23,97,26,77,11,6545041,,55,10,10,26,85,4,0,6545005,6545,5,6545,176,6545,5,6545,176,5,995,45,4,53,1,2,201757,5,0,0,0,0,0,4,0,48757.94,12,14,5,0,0,0,0,0,-52069,12,14,662308,834996,48757.94393,1,1,10.79462342,0,0,1
6545,6,6127,1,10,2,2,2,27,1,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,2,5,5,0,0,24.1,,11,6,45,108,105,24,98,31,93,2399,1,10,11,53,110,28,93,35,85,17,6545178,72,81,55,31,35,106.5,3,1,6545006,6545,6,,,6545,6,,,6,995,45,4,36,2,3,6725,5,0,0,,0,0,0,0,19569.96,13,0,5,0,0,,0,0,28312,13,0,6095,6095,19569.95914,28311.78862,1,9.881750973,10.25103356,0,1
6545,7,5408,2,20,2,2,2,26,1,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,2,5,5,0,0,19.1,,12,7,42,93,97,19,76,29,82,2565,2,20,12,47,88,30,94,34,81,18,6545037,68,77,48,29,34,95,1,1,6545007,6545,7,6545,177,6545,7,6545,177,7,995,45,5,37,1,3,44835,5,0,0,0,0,0,3,0,43041.5,12,12,5,0,0,0,0,0,55683,12,12,51806,82281,43041.49533,55683.33333,1,10.66991994,10.92743616,0,1
6545,40,5408,4,30,2,1,2,1,1,5,0,1,5,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,2,5,5,0,0,17.2,,6,1,17,104,88,4,103,13,78,2565,4,30,6,50,120,21,91,36,100,12,6545040,18,71,17,13,36,96,2,0,6545007,6545,7,6545,177,6545,7,6545,177,7,995,45,5,37,1,3,44835,5,0,0,0,0,0,3,0,43041.5,12,12,5,0,0,0,0,0,55683,12,12,51806,82281,43041.49533,55683.33333,1,10.66991994,10.92743616,0,1
6545,179,5942,2,22,2,1,2,,1,5,0,5,5,5,5,5,5,1,1,0,1,1,1,1,5,0,0,0,0,2,0,0,0,0,15.8,,,,,,,,,,,7312,1,10,2,29,94,19,112,26,96,8,6545180,,48,,,26,,1,1,6545179,6545,179,6545,33,6545,179,,,99,999,45,3,19,1,1,13450,1,0,0,,0,0,98,0,22417.45,9,12,5,0,0,,0,0,5641,12,0,3962,914,22417.44548,5641.463415,1,10.01759475,8.637898782,0,1
6546,9,6082,2,20,2,1,0,18,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,1,5,5,3,0,18,,8,3,37,110,102,16,113,31,119,4278,1,10,8,53,123,28,100,39,99,14,6546034,55,81,47,31,39,106,1,1,6546009,6546,9,6546,178,6546,9,,,7,995,45,4,32,1,2,29143,1,0,0,0,0,0,3,0,21610.42,12,12,5,0,0,,0,0,27397,12,0,4673,10768,21610.41745,27396.61789,1,9.980930767,10.21817485,0,1
6546,37,6082,4,30,2,1,0,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,5,5,0,1,1,0,2,0,0,3,0,16.9,,4,99,6,97,,,,4,83,4278,3,30,3,30,84,19,97,30,98,10,6546037,,49,4,4,30,97,2,0,6546009,6546,9,6546,178,6546,9,,,7,995,45,4,32,1,2,29143,1,0,0,0,0,0,3,0,21610.42,12,12,5,0,0,,0,0,27397,12,0,4673,10768,21610.41745,27396.61789,1,9.980930767,10.21817485,0,1
6546,182,44,2,20,2,1,0,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,1,1,1,0,1,0,0,0,0,22,3,3,99,11,117,,,,10,106,2844,2,20,4,38,96,22,102,33,105,10,6546036,,60,10,10,33,117,1,0,6546182,6546,182,6546,5,6546,182,6546,5,99,999,37,3,39,1,1,79582,1,0,0,0,0,0,98,0,71791.87,15,10,5,0,0,0,0,0,91935,15,10,-9955,6298,71791.86916,91934.95935,1,11.18152651,11.42883664,0,1
6547,171,6055,2,20,2,1,2,,1,1,0,5,5,5,5,5,5,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,,,,,,,,,,,7211,2,20,1,21,86,8,86,21,83,8,6547032,,29,,,21,,1,0,6547171,6547,171,6547,6,6547,171,6547,6,99,999,13,4,42,1,2,28022,5,0,0,0,0,0,1,0,47076.64,12,12,5,0,0,0,0,0,62683,12,12,6095,51806,47076.63551,62682.92683,1,10.7595321,11.04584439,0,1
6547,172,6055,3,71,2,4,0,,1,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,15.9,,,,,,,,,,,7211,3,71,12,42,78,32,99,34,80,18,6547172,,74,,,34,,,1,6547171,6547,171,6547,6,6547,171,6547,6,99,999,13,4,42,1,2,28022,5,0,0,0,0,0,1,0,47076.64,12,12,5,0,0,0,0,0,62683,12,12,6095,51806,47076.63551,62682.92683,1,10.7595321,11.04584439,0,1
6549,4,4751,1,10,2,2,0,,1,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,1,2,5,5,0,0,17.9,,,,,,,,,,,3869,2,20,12,50,95,26,87,32,77,18,6549030,,76,,,32,,1,0,6549004,6549,4,,,6549,4,6549,173,2,995,47,3,31,2,2,0,5,0,0,,0,0,0,3,53801.87,14,0,5,0,0,0,0,0,34476,14,13,30474,38601,53801.86916,34475.60976,1,10.89306349,10.44800739,0,1
6549,31,4751,3,30,2,2,0,,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,1,2,5,5,0,0,18.9,,,,,,,,,,,3869,4,33,10,55,129,35,115,46,107,17,6549031,,90,,,46,,2,0,6549004,6549,4,,,6549,4,6549,173,2,995,47,3,31,2,2,0,5,0,0,,0,0,0,3,53801.87,14,0,5,0,0,0,0,0,34476,14,13,30474,38601,53801.86916,34475.60976,1,10.89306349,10.44800739,0,1
6553,4,4687,2,20,2,1,0,,0,5,0,5,5,5,5,5,5,1,12,0,1,5,1,1,5,2,5,1,0,1,0,0,0,0,16,2,3,99,0,77,,,,0,67,3360,2,20,3,38,99,13,85,11,43,9,6553030,,51,0,0,11,77,1,0,6553004,6553,4,6553,172,6553,4,6553,172,1,991,47,4,30,1,2,66131,5,0,0,0,0,0,3,0,60527.1,16,16,5,0,0,0,0,0,67071,16,16,312971,326177,60527.1028,67070.73171,1,11.01084652,11.11350304,0,1
6553,171,4687,4,71,2,4,0,13,,0,,5,5,1,5,5,5,1,0,0,0,0,0,0,0,1,5,1,1,2,5,5,0,0,20,2,10,3,33,87,76,7,49,19,65,3360,4,71,9,39,76,17,66,22,55,16,6553171,46,56,26,19,22,81.5,,1,6553004,6553,4,6553,172,6553,4,6553,172,1,991,47,4,30,1,2,66131,5,0,0,0,0,0,3,0,60527.1,16,16,5,0,0,0,0,0,67071,16,16,312971,326177,60527.1028,67070.73171,1,11.01084652,11.11350304,0,1
6553,173,6313,1,10,2,2,0,,0,1,0,5,5,5,5,5,5,1,12,0,1,1,1,5,5,2,5,1,0,1,0,0,0,0,21,2,3,99,4,,,,,0,,7405,1,10,,,,,,,,,6553031,,,0,0,,,2,0,6553173,6553,173,,,,,,,99,999,28,4,25,2,3,0,5,0,0,,0,0,0,5,62712.8,14,0,5,0,0,,0,1,31759,14,0,277316,277316,62712.80374,31759.34959,1,11.04632091,10.36594244,0,1
6553,32,6313,4,30,2,2,0,,0,1,0,5,5,5,5,5,5,1,12,1,0,0,0,0,0,1,5,1,0,0,0,0,0,0,17,2,,,,,,,,,,7405,4,30,,,,,,,,,6553032,,,,,,,3,0,6553173,6553,173,,,,,,,99,999,28,4,25,2,3,0,5,0,0,,0,0,0,5,62712.8,14,0,5,0,0,,0,1,31759,14,0,277316,277316,62712.80374,31759.34959,1,11.04632091,10.36594244,0,1
6557,172,3298,2,33,2,3,0,26,1,1,1,5,5,5,5,5,5,1,0,0,0,0,0,0,0,1,1,1,1,2,5,5,0,0,17.9,4,13,8,44,95,96,28,95,39,105,3010,1,10,,,,,,,,,6557031,70,,67,39,,95.5,4,1,6557172,6557,172,6557,1,,,,,2,995,22,4,58,1,2,7846,1,0,0,,0,0,0,0,16678.58,7,0,5,0,0,,0,0,22190,99,0,-33522,-32506,16678.57944,22189.7561,1,9.721880507,10.00738602,0,1
6560,3,4793,2,20,2,1,2,22,1,1,1,5,5,5,5,5,5,1,10,0,0,0,0,0,0,1,1,1,1,2,5,5,0,0,24.1,,10,6,44,106,94,25,106,36,109,6589,2,20,11,48,93,28,93,43,100,16,6560033,66,76,61,36,43,100,2,1,6560003,6560,3,6560,180,6560,3,,,11,995,22,4,48,1,2,0,5,0,0,0,0,0,2,3,19893.24,12,12,5,0,0,0,0,0,25951,12,12,0,46727,19893.24112,25950.73171,1,9.898135311,10.16395509,0,1
6560,170,2570,2,20,2,0,1,14,,0,,1,5,5,5,5,5,1,12,0,0,0,0,0,0,3,1,1,1,2,5,5,3,0,17.7,2,7,1,31,116,107,9,105,25,112,2378,2,20,6,44,94,23,92,35,93,13,6560181,45,67,34,25,35,111.5,1,0,6560170,6560,170,6560,6,6560,170,,,99,999,22,5,51,1,2,5604,1,0,0,,0,0,1,0,15853.62,11,7,1,0,0,,0,0,13397,11,7,0,6095,15853.61745,13397.43089,1,9.671152983,9.502818243,0,1
6571,176,4011,2,20,2,1,2,,1,5,0,5,5,5,5,5,5,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,,,,,,,,,,2324,2,20,1,17,104,7,110,21,106,6,6571038,,24,,,21,,2,0,6571176,6571,176,6571,31,6571,176,,,99,999,22,4,24,1,2,1.12E+07,5,0,0,,0,0,3,0,20505.24,10,10,1,0,0,0,0,0,24028,10,10,203,12332,20505.23738,24028.45529,1,9.928435615,10.08699404,0,1
6571,177,4011,3,30,2,1,2,,1,5,0,5,5,5,5,5,5,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,,,,,,,,,,2324,3,30,3,36,106,20,113,27,97,8,6571177,,56,,,27,,1,1,6571176,6571,176,6571,31,6571,176,,,99,999,22,4,24,1,2,1.12E+07,5,0,0,,0,0,3,0,20505.24,10,10,1,0,0,0,0,0,24028,10,10,203,12332,20505.23738,24028.45529,1,9.928435615,10.08699404,0,1
6575,171,5363,2,20,7,1,0,,1,5,0,1,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,1,1,5,5,0,0,21.9,,,,,,,,,,,4482,1,10,9,50,101,26,93,40,97,15,6575031,,76,,,40,,2,0,6575171,6575,171,6575,3,6575,171,,,99,999,22,5,37,1,3,72857,5,0,0,0,0,0,4,0,60527.1,12,12,5,0,0,,0,0,39177,16,0,4571,13713,60527.1028,39176.82927,1,11.01084652,10.57584076,0,1
6575,32,5363,5,30,7,1,0,,1,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,1,1,5,5,0,0,22.9,,,,,,,,,,,4482,4,30,9,52,112,32,108,48,119,15,6575032,,84,,,48,,3,0,6575171,6575,171,6575,3,6575,171,,,99,999,22,5,37,1,3,72857,5,0,0,0,0,0,4,0,60527.1,12,12,5,0,0,,0,0,39177,16,0,4571,13713,60527.1028,39176.82927,1,11.01084652,10.57584076,0,1
6577,7,4571,2,20,2,1,2,25,1,5,0,5,5,5,5,5,5,1,1,0,0,0,0,0,0,0,5,1,9,1,5,5,0,0,20.9,,11,6,36,84,96,21,84,27,80,2900,2,20,11,42,80,24,83,35,84,17,6577038,61,66,48,27,35,90,2,0,6577007,6577,7,6577,174,6577,7,6577,174,5,995,48,3,43,1,1,58285,5,0,0,0,0,0,3,0,48197.51,12,12,5,0,0,0,0,0,50146,12,12,5689,26005,48197.50779,50146.34146,1,10.78306259,10.82270084,0,1
6577,35,3328,2,20,2,1,2,,1,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,1,1,0,1,0,0,3,0,20.8,,,,,,,,,,,5995,2,20,,,,,,,,,6577039,,,,,,,1,0,6577035,6577,35,,,,,,,1,995,48,3,25,1,1,0,5,0,0,0,0,0,7,3,35643.74,13,12,5,0,0,0,0,0,77309,13,12,35553,35553,35643.73832,77308.94309,1,10.48132877,11.25556492,0,1
6577,183,4111,2,20,2,4,1,,,0,,1,5,5,5,5,5,1,12,0,1,1,1,1,5,14,5,1,0,2,0,0,0,0,19.7,,3,99,6,110,,,,4,97,2559,2,20,3,35,94,17,79,28,96,9,6577040,,52,4,4,28,110,1,1,6577183,6577,183,,,6577,183,6577,4,99,999,48,5,45,1,1,145713,5,0,0,,0,0,3,0,93144.49,14,14,5,0,0,,0,0,74764,14,14,72123,125960,93144.48598,74764.01626,1,11.44190718,11.22209198,0,1
6577,185,3047,2,20,2,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,1,1,0,1,0,0,0,0,18.8,,3,99,13,121,,,,9,98,5040,2,20,4,47,124,24,114,30,98,10,6577041,,71,9,9,30,121,1,0,6577185,6577,185,6577,9,6577,185,6577,9,99,999,48,3,30,1,1,0,5,0,0,0,0,0,4,0,25780.06,12,16,5,0,0,0,0,0,53372,12,16,1828,1930,25780.06231,53372.42276,1,10.15735669,10.88504946,0,1
6583,6,3792,2,20,2,2,3,22,1,9,0,5,5,1,5,5,5,1,0,0,0,0,0,0,0,1,1,1,1,2,5,5,2,0,18.1,,10,5,41,100,96,11,64,25,80,5024,2,20,9,45,89,26,91,36,88,16,6583046,63,71,36,25,36,98,4,0,6583006,6583,6,6583,203,6583,6,,,99,999,22,5,33,1,2,0,1,0,0,0,0,0,98,0,22740.26,99,99,5,0,0,0,0,0,32386,99,99,8126,42664,22740.2567,32386.17886,1,10.03189206,10.38548703,0,1
6583,8,2798,2,20,2,1,2,,1,1,0,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,14.5,3,,,,,,,,,,5207,2,20,13,47,88,34,105,40,91,19,6583045,,81,,,40,,3,1,6583008,6583,8,6583,177,6583,8,6583,177,99,999,22,5,41,1,3,0,1,0,0,0,0,0,98,0,18382.31,12,11,5,0,0,0,0,0,39950,12,11,2032,2032,18382.3053,39949.9187,1,9.819143812,10.59538192,0,1
6583,9,1253,2,20,2,2,2,23,1,5,1,5,5,5,5,5,5,1,0,0,0,0,0,0,0,2,1,1,1,1,5,5,0,0,12.4,,12,7,37,83,90,20,80,29,83,4938,2,20,,,,,,,,,6583044,60,,49,29,,86.5,3,1,6583009,6583,9,6583,198,,,,,99,999,22,5,38,1,3,0,5,0,0,,0,0,98,0,3362.62,12,11,5,0,0,0,0,0,18128,12,11,9142,9142,3362.616822,18127.90244,1,8.120474766,9.805207602,0,1
6583,30,1251,2,22,2,1,2,,1,1,0,5,5,5,5,5,5,1,1,0,1,1,1,1,5,0,0,0,0,1,0,0,3,0,17,5,3,99,4,102,,,,0,68,5077,2,20,2,25,80,10,80,21,75,9,6583049,,35,0,0,21,102,1,0,6583030,6583,30,6583,204,6583,30,,,1,995,22,4,23,1,2,0,5,0,0,0,0,0,4,0,17933.96,12,10,1,0,0,0,0,0,30297,12,10,0,0,17933.95639,30296.74797,1,9.7944512,10.31879566,0,1
6583,52,1251,4,30,2,1,2,,1,1,0,5,5,5,5,5,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,5,,,,,,,,,,5077,4,30,0,11,88,,,11,72,6,6583052,,,,,11,,2,0,6583030,6583,30,6583,204,6583,30,,,1,995,22,4,23,1,2,0,5,0,0,0,0,0,4,0,17933.96,12,10,1,0,0,0,0,0,30297,12,10,0,0,17933.95639,30296.74797,1,9.7944512,10.31879566,0,1
6583,36,2226,1,10,2,2,2,,1,5,0,5,5,5,1,5,5,1,4,0,1,1,1,1,5,0,0,0,0,2,0,0,0,0,16,3,3,99,6,104,,,,9,109,5395,2,20,4,39,101,24,114,31,101,9,6583047,,63,9,9,31,104,1,1,6583036,6583,36,,,6583,36,6583,205,2,995,22,3,19,2,2,0,1,0,0,,0,0,0,0,11723.2,9,0,5,0,0,0,0,0,61638,16,12,6095,6095,11723.20312,61638.21138,1,9.369325329,11.02903727,0,1
6583,51,2226,3,30,2,2,2,,1,1,0,1,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,,,,,,,,,,5395,3,33,1,30,118,15,117,25,108,7,6583051,,45,,,25,,2,0,6583036,6583,36,,,6583,36,6583,205,2,995,22,3,19,2,2,0,1,0,0,,0,0,0,0,11723.2,9,0,5,0,0,0,0,0,61638,16,12,6095,6095,11723.20312,61638.21138,1,9.369325329,11.02903727,0,1
6583,37,3527,3,30,2,2,1,,1,5,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,1,,,,,,,,,,5170,2,20,2,29,98,15,101,25,95,8,6583050,,44,,,25,,1,0,6583037,6583,37,6583,170,6583,37,,,3,995,22,5,40,2,2,0,1,0,0,,0,0,0,0,15468.04,10,0,5,0,0,0,0,0,22984,10,9,508,6908,15468.03738,22983.73984,1,9.64653107,10.04254228,0,1
6583,199,3603,2,20,2,1,2,,1,1,0,1,5,5,5,5,5,1,12,0,1,1,1,1,5,3,1,1,0,2,0,0,3,0,21,3,3,99,4,99,,,,9,114,5169,2,20,3,34,94,23,114,26,88,9,6583048,,57,9,9,26,99,2,0,6583199,6583,199,6583,7,6583,199,6583,7,99,999,22,4,37,1,2,0,1,0,0,0,0,0,3,0,17664.95,12,8,1,0,0,0,0,0,14527,12,8,0,0,17664.94704,14526.76829,1,9.779337562,9.583748316,0,1
6583,200,3603,3,30,2,1,2,9,1,1,1,1,5,5,5,5,5,1,12,0,0,0,0,0,0,4,1,1,1,1,5,5,3,0,24.7,3,7,1,21,90,92,9,99,21,92,5169,3,30,6,34,76,20,84,31,84,13,6583200,30,54,30,21,31,91,1,1,6583199,6583,199,6583,7,6583,199,6583,7,99,999,22,4,37,1,2,0,1,0,0,0,0,0,3,0,17664.95,12,8,1,0,0,0,0,0,14527,12,8,0,0,17664.94704,14526.76829,1,9.779337562,9.583748316,0,1
